DIA	MES	ANIO	T_MED_A	T_MAX_A	T_MIN_A	HR_MED	PRECIP	TANQUEA	VIENTO	HELIOF	PENMAN
19	9	2001	16.8	24.5	10.2	61.0	0.0	5.3	208.4	10.7	0.0

20	9	2001	18.2	25.7	12.6	76.0	0.0	5.0	130.4	8.8	0.0

21	9	2001	17.4	24.1	13.1	82.0	0.0	4.6	150.7	9.9	0.0

22	9	2001	19.9	27.5	12.4	82.0	0.0	5.4	201.9	9.9	0.0

23	9	2001	20.9	25.6	16.7	80.0	0.0	4.9	168.4	7.8	0.0

24	9	2001	19.6	24.5	15.9	85.0	0.0	5.6	201.6	5.1	0.0

25	9	2001	13.6	14.6	12.2	80.0	0.0	3.4	489.7	7.9	0.0

26	9	2001	13.4	16.1	10.9	75.0	0.0	3.5	274.4	6.5	0.0

27	9	2001	14.1	18.0	10.0	77.0	0.0	4.7	228.9	3.5	0.0

28	9	2001	16.0	19.6	11.6	82.0	0.0	2.9	284.4	2.1	0.0

29	9	2001	17.6	20.4	15.5	87.0	0.0	2.1	404.4	0.0	0.0

30	9	2001	17.4	19.0	16.3	93.0	6.0	1.2	261.4	0.0	3.0

1	10	2001	15.3	17.4	12.9	97.0	21.0	1.8	212.9	0.3	16.5

2	10	2001	14.5	16.0	12.8	97.0	3.0	0.7	310.0	0.0	25.5

3	10	2001	14.8	16.6	13.8	98.0	6.3	0.6	208.6	0.2	18.7

4	10	2001	15.8	17.7	14.6	93.0	0.8	2.7	145.5	1.4	16.7

5	10	2001	15.4	19.5	12.7	90.0	0.0	2.8	161.2	7.6	11.4

6	10	2001	16.0	22.9	10.6	83.0	0.0	4.5	277.3	6.0	8.5

7	10	2001	18.0	21.2	15.4	83.0	0.0	6.9	370.8	0.0	5.9

8	10	2001	16.7	21.0	14.1	94.0	38.8	1.5	449.5	0.9	21.4

9	10	2001	15.4	18.0	14.2	93.0	7.3	2.3	315.0	0.0	43.7

10	10	2001	16.0	21.7	11.6	82.0	0.8	5.4	223.4	9.4	27.2

11	10	2001	12.5	16.4	8.6	63.0	0.0	4.9	138.6	10.9	17.4

12	10	2001	12.4	18.7	6.6	84.0	0.6	1.6	68.9	4.0	12.8

13	10	2001	15.8	22.1	9.8	83.0	0.0	5.0	155.1	9.0	10.5

14	10	2001	16.8	21.5	12.4	86.0	0.0	2.4	138.0	2.5	8.4

15	10	2001	15.5	18.2	13.1	89.0	3.2	2.7	330.8	0.0	3.2

16	10	2001	14.9	17.6	13.7	91.0	11.0	0.8	299.3	0.0	9.0

17	10	2001	16.8	19.9	14.9	93.0	4.2	2.0	100.5	0.7	14.8

18	10	2001	18.9	22.8	16.4	92.0	0.0	2.6	71.5	3.7	10.9

19	10	2001	19.1	23.9	15.6	95.0	6.4	2.4	58.8	6.1	9.8

20	10	2001	18.9	25.5	13.8	89.0	0.0	2.1	241.1	4.6	11.2

21	10	2001	13.4	17.6	10.8	73.0	12.1	4.3	410.3	5.3	13.0

22	10	2001	14.7	20.4	7.3	64.0	0.2	6.2	222.5	12.0	17.0

23	10	2001	18.0	25.0	11.4	67.0	0.0	6.7	227.1	10.1	8.6

24	10	2001	20.5	27.7	12.9	62.0	0.0	7.6	232.4	8.5	5.4

25	10	2001	22.9	31.6	17.7	68.0	0.0	2.1	363.4	4.1	4.2

26	10	2001	19.3	22.2	16.6	96.0	71.0	1.0	288.5	0.0	38.0

27	10	2001	20.0	22.8	17.6	95.0	41.5	1.0	222.0	0.0	93.8

28	10	2001	19.7	21.7	18.7	98.0	59.5	1.1	147.7	0.0	106.8
29	10	2001	19.3	22.4	14.7	88.0	1.9	3.7	344.5	0.3	104.9
30	10	2001	15.5	18.0	11.8	84.0	0.0	1.6	262.9	0.0	63.2
31	10	2001	16.9	22.4	10.8	70.0	0.0	6.3	147.7	12.0	45.4
1	11	2001	17.9	23.4	11.8	76.0	0.0	6.1	172.2	11.2	35.6
2	11	2001	16.6	24.0	9.1	78.0	0.0	5.8	203.4	12.3	19.3
3	11	2001	18.1	24.0	11.5	73.0	0.0	6.9	183.4	11.6	10.3
4	11	2001	18.9	24.6	13.8	72.0	0.0	6.5	146.6	12.0	0.3
5	11	2001	20.0	27.4	13.5	77.0	0.0	4.7	185.2	6.3	0.0
6	11	2001	17.5	20.2	15.5	90.0	36.0	2.8	213.0	0.0	18.0
7	11	2001	15.9	18.2	12.9	71.0	4.5	5.2	183.4	11.0	38.3
8	11	2001	14.8	18.3	9.5	73.0	0.0	6.7	254.0	12.2	22.5
9	11	2001	18.7	25.1	12.3	75.0	0.0	6.6	355.5	8.3	14.3
10	11	2001	18.9	23.1	16.5	84.0	41.2	5.0	385.2	0.7	31.1
11	11	2001	18.7	23.7	13.3	67.0	0.7	8.2	251.6	11.5	49.9
12	11	2001	18.2	21.9	14.9	53.0	0.0	6.9	166.5	9.2	28.2
13	11	2001	17.8	23.1	12.8	74.0	0.8	2.8	110.8	5.3	15.2
14	11	2001	18.9	23.4	13.9	70.0	0.0	7.6	194.9	11.6	11.3
15	11	2001	17.9	23.5	11.8	68.0	0.0	7.6	238.8	9.8	8.8
16	11	2001	14.6	19.3	10.0	49.0	0.4	8.2	174.7	12.9	7.5
17	11	2001	17.1	24.4	8.4	56.0	0.0	8.9	282.6	12.0	0.7
18	11	2001	22.4	29.6	14.3	67.0	0.0	8.5	213.7	8.2	0.4
19	11	2001	25.5	32.4	19.4	58.0	0.0	9.9	177.8	12.1	0.3
20	11	2001	24.0	31.1	19.4	70.0	0.0	7.3	212.1	4.3	0.1
21	11	2001	22.5	26.1	19.1	81.0	5.5	7.3	167.4	12.3	2.8
22	11	2001	22.3	27.0	17.2	79.0	0.0	8.6	254.6	9.9	5.6
23	11	2001	22.4	27.0	20.6	90.0	3.7	3.1	385.6	2.2	4.6
24	11	2001	15.2	18.0	11.7	64.0	41.0	7.0	213.4	9.8	26.0
25	11	2001	14.9	20.6	9.9	54.0	0.0	7.1	203.2	12.0	44.2
26	11	2001	18.3	24.6	11.4	78.0	0.0	6.0	110.3	12.5	22.8
27	11	2001	18.5	22.4	12.5	67.0	0.0	9.1	187.8	13.0	15.5
28	11	2001	17.5	24.4	9.6	63.0	0.0	9.1	143.1	10.6	11.0
29	11	2001	17.3	21.7	14.6	79.0	0.0	2.1	270.1	1.8	8.8
30	11	2001	15.2	18.4	13.2	90.0	2.4	1.7	117.6	3.9	8.0
1	12	2001	18.0	23.2	11.9	69.0	10.4	7.3	179.7	9.7	7.6
2	12	2001	15.0	16.5	12.6	78.0	0.0	3.5	161.8	0.0	11.6
3	12	2001	14.8	20.2	11.8	75.0	0.0	4.9	148.9	1.0	6.0
4	12	2001	17.2	22.8	12.4	83.0	8.4	4.5	112.5	10.3	8.3
5	12	2001	19.3	23.5	14.6	84.0	0.0	5.3	124.8	10.6	11.5
6	12	2001	21.1	26.1	16.6	84.0	0.0	6.9	173.7	10.6	6.7
7	12	2001	21.6	29.5	15.9	76.0	0.0	8.5	409.0	7.2	4.5
8	12	2001	14.4	18.5	11.2	64.0	20.2	5.9	178.6	12.6	12.2
9	12	2001	15.5	20.9	8.9	61.0	0.0	7.7	162.0	12.3	21.9
10	12	2001	18.3	25.8	10.6	70.0	0.0	7.3	186.8	13.2	11.5
11	12	2001	22.5	30.8	14.3	75.0	0.0	9.0	161.1	13.2	6.7
12	12	2001	23.4	27.8	20.5	83.0	0.0	4.5	151.4	7.1	5.1
13	12	2001	21.6	23.8	19.7	89.0	0.0	4.1	166.2	2.8	4.0
14	12	2001	21.6	25.3	18.2	84.0	12.7	7.8	92.8	11.7	9.7
15	12	2001	19.6	23.7	15.5	80.0	0.0	6.8	237.6	10.5	12.7
16	12	2001	19.4	24.2	14.5	80.0	0.0	7.5	125.7	13.0	6.4
17	12	2001	20.6	27.4	15.4	75.0	0.0	6.6	196.4	9.9	4.2
18	12	2001	19.9	24.3	14.5	77.0	0.0	8.3	164.1	10.4	3.2
19	12	2001	24.3	30.9	17.8	70.0	0.0	7.8	253.7	8.1	2.5
20	12	2001	24.0	30.3	18.0	69.0	0.0	8.3	183.0	8.1	2.1
21	12	2001	21.7	26.4	19.0	82.0	1.4	6.4	186.9	9.4	0.7
22	12	2001	20.1	25.5	14.6	57.0	0.0	9.0	170.8	13.2	1.4
23	12	2001	22.4	30.1	12.5	52.0	0.0	9.5	136.7	13.1	0.7
24	12	2001	24.5	30.7	16.5	63.0	0.0	10.2	165.5	12.5	0.5
25	12	2001	24.2	30.0	17.9	53.0	0.0	12.9	319.2	13.3	0.4
26	12	2001	25.5	32.7	18.5	63.0	0.0	12.0	200.8	13.2	0.3
27	12	2001	26.8	33.8	21.0	62.0	0.0	10.5	118.3	8.1	0.2
28	12	2001	26.5	31.8	22.7	71.0	0.0	10.3	209.2	13.1	0.0
29	12	2001	25.5	31.8	20.8	61.0	0.0	9.7	264.0	7.2	0.0
30	12	2001	23.9	31.4	20.5	80.0	0.0	5.5	217.3	8.4	0.0
31	12	2001	21.9	25.6	19.1	84.0	64.8	4.0	138.3	4.1	32.4
1	1	2002	22.9	27.2	18.5	81.0	6.0	6.7	114.9	10.2	67.8
2	1	2002	23.3	27.4	19.0	80.0	0.0	7.6	93.1	11.3	38.4
3	1	2002	23.2	27.6	18.2	77.0	0.0	6.5	105.7	6.3	24.6
4	1	2002	21.4	24.2	17.6	81.0	1.4	5.0	204.9	0.0	18.9
5	1	2002	18.5	20.5	16.8	94.0	2.2	2.1	213.6	0.0	17.0
6	1	2002	19.7	23.4	16.0	83.0	18.4	5.8	137.3	10.8	24.1
7	1	2002	22.0	26.8	14.2	62.0	1.5	9.5	133.4	13.2	21.7
8	1	2002	23.3	29.6	15.9	68.0	0.0	8.2	108.7	13.2	11.8
9	1	2002	23.7	28.4	18.3	70.0	0.0	8.6	199.4	11.5	7.7
10	1	2002	23.7	30.0	17.1	75.0	0.0	9.3	253.8	12.9	5.8
11	1	2002	25.1	31.4	18.6	78.0	0.0	6.6	169.1	9.1	4.4
12	1	2002	27.4	33.4	21.2	66.0	0.0	9.8	172.3	11.4	3.4
13	1	2002	25.7	31.4	19.7	74.0	0.0	7.1	281.6	3.9	0.3
14	1	2002	19.7	22.8	17.8	59.0	5.2	8.9	210.5	11.7	2.6
15	1	2002	19.3	25.2	12.6	55.0	0.0	5.7	137.1	12.9	5.2
16	1	2002	20.0	25.6	14.7	63.0	0.0	6.0	128.7	11.0	2.6
17	1	2002	19.9	25.2	13.5	73.0	0.0	7.8	163.3	6.6	1.7
18	1	2002	21.5	27.4	14.8	67.0	0.2	9.3	222.5	12.3	1.4
19	1	2002	22.8	29.2	15.9	63.0	0.0	8.4	164.9	11.3	1.2
20	1	2002	24.0	30.0	18.4	75.0	0.0	8.3	184.9	8.8	1.0
21	1	2002	21.6	24.1	17.8	67.0	0.0	8.5	128.3	12.8	0.1
22	1	2002	23.8	31.0	14.4	52.0	0.0	10.2	121.3	12.7	0.1
23	1	2002	26.7	34.0	17.9	44.0	0.0	10.3	129.2	11.6	0.0
24	1	2002	26.4	35.0	20.6	56.0	0.0	11.1	179.3	8.6	0.0
25	1	2002	24.8	29.6	17.6	71.0	11.5	8.8	199.7	12.6	5.8
26	1	2002	24.4	28.0	19.5	76.0	0.0	3.4	242.4	12.2	11.5
27	1	2002	22.4	27.0	18.6	84.0	27.7	5.8	195.1	6.5	19.6
28	1	2002	26.4	32.6	19.9	61.0	0.5	11.3	268.9	12.7	31.8
29	1	2002	22.7	25.9	19.4	82.0	3.0	5.6	201.9	7.4	18.7
30	1	2002	24.1	31.2	19.0	73.0	0.4	8.8	295.9	7.7	15.0
31	1	2002	24.5	29.4	20.1	74.0	12.0	11.4	421.3	11.8	16.9
1	2	2002	20.7	24.4	16.3	53.0	0.0	9.0	262.5	12.7	18.9
2	2	2002	18.3	22.8	13.5	65.0	0.0	8.0	156.9	12.9	11.6
3	2	2002	20.3	27.9	11.4	61.0	0.0	10.1	223.9	12.5	4.8
4	2	2002	21.8	28.3	16.4	72.0	0.0	5.0	246.4	4.2	3.6
5	2	2002	19.0	21.9	17.0	88.0	2.7	1.8	257.7	3.9	3.8
6	2	2002	20.5	24.0	17.6	85.0	12.0	3.1	254.3	1.5	10.7
7	2	2002	21.2	27.3	18.5	85.0	7.2	6.8	178.9	8.4	17.0
8	2	2002	21.0	24.5	16.7	88.0	0.1	5.2	179.1	5.3	14.2
9	2	2002	21.2	24.5	18.7	88.0	36.1	4.4	177.2	5.7	26.4
10	2	2002	22.8	26.7	20.0	85.0	0.3	6.0	118.1	11.2	42.2
11	2	2002	23.2	30.5	18.0	79.0	0.0	6.3	142.4	5.5	23.0
12	2	2002	22.6	28.0	17.8	77.0	3.0	5.0	103.9	8.0	17.2
13	2	2002	22.7	28.2	17.4	78.0	0.0	7.1	141.9	11.9	13.4
14	2	2002	24.5	30.1	19.0	70.0	0.0	7.3	130.2	9.6	8.8
15	2	2002	21.3	23.3	17.6	75.0	0.0	7.8	179.2	10.3	7.1
16	2	2002	18.6	22.7	14.0	70.0	0.0	8.1	226.7	11.4	0.8
17	2	2002	18.9	23.7	12.5	76.0	0.0	5.1	179.7	8.1	0.6
18	2	2002	20.0	24.3	15.3	81.0	0.0	5.2	178.0	3.1	0.5
19	2	2002	21.0	25.7	17.4	82.0	0.0	5.2	181.8	4.4	0.0
20	2	2002	21.0	23.1	18.3	87.0	3.3	3.0	150.2	0.2	1.7
21	2	2002	20.8	24.3	18.4	90.0	12.5	4.7	178.1	7.6	9.6
22	2	2002	22.4	27.6	17.1	74.0	0.6	7.5	226.1	11.7	14.5
23	2	2002	19.9	21.8	13.9	69.0	0.0	7.8	166.4	11.6	8.0
24	2	2002	17.4	24.7	9.4	57.0	0.0	7.7	191.1	11.9	5.3
25	2	2002	23.6	31.5	15.4	55.0	0.0	11.0	352.5	11.5	4.0
26	2	2002	27.7	34.1	21.8	58.0	0.0	11.6	289.2	10.8	3.2
27	2	2002	29.1	34.9	22.3	55.0	0.0	12.1	363.0	11.4	2.2
28	2	2002	23.3	29.4	18.8	77.0	0.0	3.3	144.5	0.0	0.1
1	3	2002	19.0	22.0	14.3	55.0	19.6	7.3	167.2	11.9	9.8
2	3	2002	19.6	27.0	12.2	65.0	0.0	6.7	260.0	11.2	19.6
3	3	2002	23.7	29.9	16.4	70.0	0.0	7.7	260.6	11.2	9.8
4	3	2002	23.2	24.5	19.9	92.0	1.6	2.5	197.7	0.3	7.3
5	3	2002	19.7	22.5	16.2	81.0	11.6	5.9	159.4	11.2	12.3
6	3	2002	21.7	29.5	13.3	85.0	0.0	4.2	165.8	11.4	16.3
7	3	2002	25.3	32.0	20.6	86.0	0.0	4.9	118.8	10.1	9.6
8	3	2002	24.4	27.9	21.5	91.0	0.0	2.7	212.2	3.5	4.3
9	3	2002	24.9	29.3	22.3	87.0	0.0	2.7	206.2	6.0	3.2
10	3	2002	22.8	32.7	19.0	89.0	2.0	2.5	212.6	3.6	3.6
11	3	2002	20.9	23.3	18.3	93.0	41.9	4.7	171.2	2.2	24.9
12	3	2002	22.1	27.7	16.3	85.0	0.5	4.9	230.0	9.4	43.2
13	3	2002	23.7	28.5	20.2	90.0	1.6	2.6	163.0	5.0	22.9
14	3	2002	26.3	32.5	21.4	82.0	2.0	4.6	161.0	11.2	17.3
15	3	2002	26.3	32.0	20.6	84.0	0.0	3.3	271.3	6.4	13.8
16	3	2002	24.1	30.8	20.0	89.0	10.8	4.9	156.6	4.6	15.8
17	3	2002	22.9	25.2	20.4	91.0	5.7	2.4	254.8	2.4	21.8
18	3	2002	18.7	21.0	16.4	94.0	15.8	3.5	259.0	0.0	19.9
19	3	2002	19.5	23.3	16.7	94.0	12.8	4.2	179.3	0.5	29.3
20	3	2002	18.3	21.6	16.4	83.0	0.5	5.8	190.6	7.9	25.9
21	3	2002	20.3	26.8	14.2	80.0	0.6	6.5	271.6	8.6	16.1
22	3	2002	21.5	26.4	17.8	86.0	0.0	4.2	91.6	7.7	12.0
23	3	2002	21.3	26.4	17.0	79.0	0.0	4.8	113.8	7.7	7.8
24	3	2002	21.3	26.0	18.0	89.0	0.0	2.4	104.0	3.5	5.5
25	3	2002	18.4	21.0	14.1	90.0	0.5	1.0	71.4	0.0	2.6
26	3	2002	17.6	21.2	14.0	83.0	0.8	2.9	224.3	3.9	1.1
27	3	2002	17.2	20.1	14.0	74.0	0.0	4.7	434.8	9.4	1.2
28	3	2002	20.0	26.2	14.2	84.0	0.0	4.3	147.4	0.0	0.6
29	3	2002	21.3	23.6	19.9	97.0	11.7	0.8	211.0	0.0	6.2
30	3	2002	18.4	21.2	15.0	89.0	51.5	2.7	230.1	1.2	37.8
31	3	2002	13.5	15.8	9.8	81.0	0.5	2.0	196.4	0.0	57.8
1	4	2002	12.9	17.2	8.6	75.0	2.5	3.8	225.5	11.5	31.5
2	4	2002	14.7	21.6	8.4	70.0	0.0	4.4	118.8	11.0	22.8
3	4	2002	18.7	26.0	12.6	71.0	0.0	4.6	544.1	10.9	16.6
4	4	2002	18.5	26.0	11.4	73.0	0.0	4.7	154.1	7.7	13.2
5	4	2002	21.4	27.4	17.0	75.0	0.0	5.4	227.9	10.5	9.3
6	4	2002	22.7	29.2	18.2	82.0	0.0	4.7	294.1	5.2	0.6
7	4	2002	21.7	23.6	19.3	91.0	2.4	1.8	170.4	0.0	1.6
8	4	2002	21.8	26.8	19.0	87.0	0.0	3.3	97.2	7.2	2.4
9	4	2002	20.0	21.5	18.6	93.0	0.0	1.7	119.8	0.1	1.2
10	4	2002	18.3	19.4	17.0	94.0	2.0	1.3	175.3	0.0	1.8
11	4	2002	17.1	19.2	14.3	88.0	4.6	0.8	241.0	1.4	4.9
12	4	2002	15.1	17.2	13.1	79.0	6.5	3.3	184.9	0.5	9.3
13	4	2002	14.3	17.8	11.5	72.0	0.0	2.4	85.2	0.5	9.9
14	4	2002	15.7	19.8	13.1	84.0	0.0	2.2	96.6	5.6	5.3
15	4	2002	17.0	22.0	13.6	90.0	0.0	3.8	147.1	4.6	3.7
16	4	2002	18.6	20.4	17.2	98.0	14.7	1.2	489.4	0.0	10.2
17	4	2002	18.5	21.6	14.8	80.0	28.0	5.0	203.6	9.9	30.8
18	4	2002	15.7	21.0	11.0	75.0	0.0	6.5	132.6	10.2	36.4
19	4	2002	17.3	23.6	11.6	81.0	0.0	4.7	327.7	8.6	18.9
20	4	2002	13.9	16.6	7.0	54.0	0.0	5.6	206.3	10.7	13.0
21	4	2002	11.3	17.6	4.8	60.0	0.0	3.3	136.9	8.4	9.9
22	4	2002	11.6	14.6	8.4	86.0	0.0	1.0	170.6	0.0	8.1
23	4	2002	13.2	15.3	11.0	95.0	4.0	2.2	112.3	0.0	6.7
24	4	2002	12.5	17.7	6.7	88.0	0.0	0.3	67.4	3.7	4.0
25	4	2002	13.3	22.0	5.7	83.0	0.2	2.2	94.2	7.3	2.1
26	4	2002	12.6	18.0	7.1	68.0	0.0	4.8	152.6	8.8	1.5
27	4	2002	12.3	20.2	6.2	55.0	0.0	3.9	217.0	10.2	1.1
28	4	2002	13.8	22.3	6.0	70.0	0.0	2.8	107.7	9.1	1.8
29	4	2002	14.3	19.6	10.9	89.0	7.0	1.6	77.4	3.5	1.1
30	4	2002	12.9	18.2	10.2	90.0	0.0	1.9	109.3	5.2	1.1
1	5	2002	14.1	21.2	8.8	73.0	0.0	3.3	221.7	10.3	2.1
2	5	2002	15.8	22.2	9.6	77.0	0.0	3.7	252.4	9.7	2.1
3	5	2002	15.9	22.2	12.2	83.0	0.0	3.2	172.7	9.2	1.6
4	5	2002	16.3	23.2	10.2	68.0	0.0	4.0	164.8	9.7	2.1
5	5	2002	14.0	20.4	10.6	90.0	0.0	2.9	128.2	10.7	1.1
6	5	2002	15.2	23.7	9.6	76.0	0.0	2.8	121.4	10.2	1.6
7	5	2002	15.8	24.4	9.9	81.0	0.0	2.3	109.4	10.3	2.8
8	5	2002	14.1	18.6	11.2	86.0	0.0	2.9	192.4	7.9	1.3
9	5	2002	13.4	20.8	7.8	78.0	0.0	2.8	200.2	8.7	1.6
10	5	2002	15.6	22.7	10.8	83.0	0.0	2.8	211.9	9.8	1.5
11	5	2002	19.6	26.3	13.3	81.0	0.0	3.8	239.0	9.1	2.1
12	5	2002	20.2	22.0	17.5	96.0	36.7	1.0	172.3	0.0	0.9
13	5	2002	18.5	21.2	17.7	98.0	19.5	1.7	360.4	0.0	0.8
14	5	2002	23.3	27.9	19.0	80.0	76.8	4.1	353.5	5.7	2.8
15	5	2002	16.1	19.2	14.9	98.0	8.0	2.0	243.0	0.0	0.7
16	5	2002	15.1	16.4	14.8	96.0	3.0	1.0	218.0	0.0	0.8
17	5	2002	16.0	19.0	14.6	97.0	2.0	0.4	425.5	0.0	0.8
18	5	2002	15.2	17.2	13.4	89.0	3.0	1.7	255.9	0.0	1.2
19	5	2002	11.4	13.6	9.0	80.0	0.3	1.7	68.2	10.2	0.8
20	5	2002	11.2	15.0	8.0	84.0	0.0	1.4	69.4	3.4	0.8
21	5	2002	10.6	16.3	6.2	74.0	0.0	2.1	71.4	9.3	0.8
22	5	2002	11.4	17.6	6.3	75.0	0.0	1.4	209.0	4.2	1.5
23	5	2002	14.3	20.8	10.0	87.0	0.0	2.4	244.8	8.1	1.1
24	5	2002	16.9	23.0	12.8	80.0	0.0	2.8	231.9	8.4	1.6
25	5	2002	16.9	22.3	13.0	80.0	0.0	3.5	330.8	4.0	1.9
26	5	2002	17.9	19.9	16.1	78.0	0.0	0.9	271.5	0.0	2.0
27	5	2002	18.5	23.4	15.0	86.0	0.0	1.5	155.6	4.3	1.2
28	5	2002	14.0	16.6	12.2	89.0	39.0	3.4	259.4	0.0	1.1
29	5	2002	13.5	15.2	12.0	81.0	13.5	1.9	127.9	0.7	1.2
30	5	2002	10.5	13.9	6.6	80.0	0.0	1.7	72.8	9.3	0.6
31	5	2002	9.9	15.6	5.1	78.0	0.0	1.6	236.7	0.0	0.6
1	6	2002	14.8	18.4	11.0	92.0	0.0	0.4	216.4	0.0	0.6
2	6	2002	14.0	15.0	13.2	95.0	1.6	0.5	223.3	0.0	0.7
3	6	2002	17.9	20.7	14.5	97.0	0.2	0.5	116.6	0.0	0.6
4	6	2002	16.8	20.3	15.1	99.0	7.6	0.1	140.9	0.0	0.5
5	6	2002	12.7	15.7	7.8	94.0	4.3	2.4	159.3	4.2	1.4
6	6	2002	11.0	17.1	6.0	75.0	4.0	3.1	63.5	9.2	1.4
7	6	2002	12.7	19.3	8.7	66.0	0.2	2.9	111.1	9.5	1.0
8	6	2002	11.3	18.0	6.7	75.0	0.0	1.0	185.9	9.3	1.0
9	6	2002	10.5	14.0	6.7	77.0	0.0	3.4	495.1	4.1	1.3
10	6	2002	5.5	8.2	2.9	66.0	0.0	1.1	104.3	8.1	0.7
11	6	2002	5.5	10.3	1.7	58.0	0.0	2.1	112.8	8.4	0.9
12	6	2002	4.7	10.3	-0.5	71.0	0.0	1.7	122.2	9.3	0.5
13	6	2002	6.2	12.8	0.6	71.0	0.0	2.1	167.8	9.2	0.7
14	6	2002	6.8	11.8	2.8	80.0	0.0	1.3	107.5	9.3	0.4
15	6	2002	7.2	13.4	3.6	77.0	0.0	1.8	105.1	8.7	0.5
16	6	2002	8.0	14.0	3.4	86.0	0.0	0.7	69.8	8.2	0.3
17	6	2002	10.1	13.7	6.1	96.0	1.0	0.5	129.3	0.0	0.5
18	6	2002	9.8	15.8	6.4	78.0	0.0	2.7	177.5	9.3	0.7
19	6	2002	11.3	18.6	6.0	68.0	0.0	3.3	302.3	9.2	1.6
20	6	2002	11.4	17.1	6.6	76.0	0.0	4.0	303.6	9.0	1.3
21	6	2002	6.5	9.0	3.5	67.0	0.0	2.0	159.8	7.5	0.9
22	6	2002	3.7	8.6	0.0	81.0	0.0	1.0	58.7	8.6	0.2
23	6	2002	4.0	8.8	-0.6	74.0	0.0	1.4	80.1	9.0	0.3
24	6	2002	5.1	10.2	0.8	82.0	0.0	1.2	63.9	9.2	0.2
25	6	2002	5.7	12.4	1.6	80.0	0.0	1.6	120.8	9.2	0.3
26	6	2002	7.9	15.2	2.7	79.0	0.0	2.2	302.0	9.2	0.9
27	6	2002	12.8	19.4	8.5	79.0	0.0	1.9	182.6	3.4	1.2
28	6	2002	11.2	14.1	9.8	93.0	0.0	0.1	153.3	0.0	0.6
29	6	2002	9.9	11.6	8.6	98.0	0.0	0.1	225.1	0.0	0.4
30	6	2002	7.7	9.5	5.9	90.0	0.0	1.2	121.0	6.8	0.3
1	7	2002	8.3	11.0	6.0	85.0	0.0	1.4	223.7	2.7	0.9
2	7	2002	11.0	13.8	8.2	0.0	0.0	0.3	180.5	12.3	2.4
3	7	2002	10.4	11.0	9.6	97.0	37.5	1.6	232.5	0.0	0.5
4	7	2002	9.4	10.6	8.0	95.0	23.7	1.3	195.8	0.0	0.6
5	7	2002	10.1	12.4	9.1	100.0	19.0	0.0	102.0	0.0	0.4
6	7	2002	8.3	9.8	6.8	89.0	0.0	0.2	112.0	9.2	0.3
7	7	2002	8.5	11.6	6.2	87.0	0.2	0.9	149.1	0.0	0.8
8	7	2002	7.5	9.1	5.0	85.0	0.0	1.4	59.4	2.9	0.6
9	7	2002	5.4	9.7	2.3	77.0	0.0	1.6	43.0	8.6	0.3
10	7	2002	5.2	11.2	0.8	80.0	0.0	1.9	168.6	5.7	0.7
11	7	2002	7.0	11.6	3.0	79.0	2.0	1.6	242.6	1.7	1.2
12	7	2002	9.6	13.4	7.0	84.0	0.0	1.4	194.3	5.4	0.8
13	7	2002	11.9	19.4	6.8	77.0	0.0	3.0	264.5	9.3	1.3
14	7	2002	13.8	20.4	8.6	76.0	0.0	2.8	245.7	8.2	1.4
15	7	2002	13.3	19.4	9.8	78.0	0.0	2.3	176.9	7.6	1.1
16	7	2002	9.6	12.2	6.8	90.0	0.0	2.5	204.8	3.9	0.7
17	7	2002	8.9	10.8	6.3	82.0	0.0	0.5	162.2	0.0	1.0
18	7	2002	11.0	18.2	6.0	74.0	0.0	2.0	159.4	9.3	1.0
19	7	2002	12.0	19.4	7.8	84.0	0.0	2.4	167.6	6.1	0.9
20	7	2002	16.0	21.6	12.1	78.0	0.0	2.1	277.1	5.7	1.8
21	7	2002	14.3	16.0	11.1	97.0	3.5	1.5	229.8	0.0	0.6
22	7	2002	10.0	12.9	6.7	77.0	2.6	2.0	115.8	0.0	1.2
23	7	2002	10.1	17.3	3.5	81.0	0.0	1.7	184.0	6.1	1.0
24	7	2002	10.6	13.0	7.2	94.0	5.7	1.8	234.2	1.3	0.7
25	7	2002	9.8	15.4	4.4	65.0	0.0	2.6	93.8	9.4	1.1
26	7	2002	8.7	13.6	5.0	70.0	0.0	1.6	78.9	2.3	1.1
27	7	2002	8.3	13.4	4.0	75.0	0.0	3.4	260.1	9.5	1.3
28	7	2002	8.2	15.2	2.0	72.0	0.0	2.5	248.4	9.6	1.4
29	7	2002	11.9	19.8	5.6	59.0	0.0	5.0	375.8	9.3	2.9
30	7	2002	13.2	18.0	11.0	87.0	3.4	1.0	209.3	1.0	1.1
31	7	2002	8.3	11.3	6.8	79.0	1.0	1.9	193.0	0.3	1.3
1	8	2002	6.8	8.8	4.9	76.0	0.0	1.9	85.5	5.8	0.9
2	8	2002	7.0	12.0	3.0	84.0	0.0	1.3	97.1	6.8	0.7
3	8	2002	8.5	15.4	3.4	80.0	0.0	1.9	137.8	6.8	1.0
4	8	2002	10.2	15.0	6.8	78.0	0.0	2.4	139.3	6.0	1.2
5	8	2002	7.1	11.2	3.2	72.0	0.0	2.1	65.3	9.3	0.9
6	8	2002	7.7	13.8	2.8	77.0	0.0	2.2	159.7	8.6	1.1
