DIA	MES	ANIO	T_MED_A	T_MAX_A	T_MIN_A	HR_MED	PRECIP	TANQUEA	VIENTO	HELIOF	PENMAN
19	2	2006	26.1	33.5	20.8	67.0	0.0	10.0	233.3	12.2	6.5
20	2	2006	26.0	33.2	20.7	74.0	0.0	8.6	207.4	10.9	5.8
21	2	2006	26.2	32.7	20.7	66.0	0.0	10.6	170.9	9.3	5.6
22	2	2006	24.5	30.3	20.0	71.0	0.0	8.5	161.0	10.2	5.2
23	2	2006	21.0	25.9	19.1	90.0	6.5	5.7	203.4	0.0	2.0
24	2	2006	18.7	20.3	17.2	94.0	29.1	0.8	323.2	0.4	1.9
25	2	2006	19.3	22.6	16.6	87.0	108.0	1.6	165.0	6.0	3.0
26	2	2006	21.2	27.4	15.6	71.0	0.0	6.0	188.0	11.6	4.9
27	2	2006	20.3	23.9	17.0	67.0	0.0	2.9	103.2	5.1	3.5
28	2	2006	17.4	20.7	14.6	83.0	0.0	2.9	65.9	1.1	2.0
1	3	2006	19.7	24.8	14.1	79.0	1.0	5.7	137.7	8.5	3.7
2	3	2006	21.7	25.6	17.2	74.0	0.0	8.6	245.0	10.9	4.9
3	3	2006	18.9	21.2	16.9	87.0	1.8	2.4	273.7	0.0	2.2
4	3	2006	18.4	22.2	14.6	77.0	16.2	5.3	172.3	9.8	3.8
5	3	2006	19.3	23.7	14.6	82.0	0.0	7.0	112.9	11.1	3.7
6	3	2006	20.0	26.1	14.5	75.0	0.0	4.6	129.7	11.5	4.1
7	3	2006	22.5	29.9	15.1	62.0	0.0	5.6	113.3	11.2	4.7
8	3	2006	22.9	26.9	20.1	81.0	1.4	7.0	179.2	9.2	4.1
9	3	2006	20.9	24.9	16.9	62.0	0.0	9.5	149.9	11.4	4.6
10	3	2006	17.1	20.7	13.0	61.0	0.0	6.8	188.3	11.4	4.3
11	3	2006	16.6	21.6	12.2	80.0	0.0	3.5	152.6	0.3	2.1
12	3	2006	20.5	26.9	16.5	74.0	0.0	10.9	274.5	9.8	4.4
13	3	2006	23.0	30.2	16.7	65.0	0.0	4.0	196.5	11.2	5.0
14	3	2006	21.2	24.0	19.2	90.0	0.0	2.0	108.6	1.3	1.9
15	3	2006	19.5	21.9	17.2	89.0	0.6	2.9	131.8	0.3	1.8
16	3	2006	19.1	22.9	17.0	95.0	7.6	1.2	88.2	0.4	1.4
17	3	2006	18.0	19.1	15.1	96.0	13.1	1.6	13.6	0.0	1.2
18	3	2006	18.1	21.4	14.1	77.0	62.7	4.8	123.6	11.0	3.4
19	3	2006	19.1	26.7	13.2	78.0	0.0	4.2	74.2	10.0	3.2
20	3	2006	20.0	25.7	15.3	81.0	0.0	6.9	230.5	10.4	3.7
21	3	2006	19.0	25.9	13.7	78.0	0.0	5.5	226.7	10.8	3.7
22	3	2006	20.9	27.3	15.8	77.0	0.0	5.6	157.9	10.2	3.7
23	3	2006	21.7	25.1	19.2	90.0	0.0	4.8	133.3	7.5	2.9
24	3	2006	20.9	25.5	14.8	87.0	0.0	6.7	208.6	10.3	3.4
25	3	2006	15.8	19.8	11.0	53.0	10.9	5.8	119.2	11.1	3.5
26	3	2006	15.8	21.9	10.0	62.0	0.0	5.9	186.1	7.5	3.4
27	3	2006	18.3	24.7	13.9	79.0	1.9	3.8	172.4	2.9	2.4
28	3	2006	16.1	19.0	12.1	67.0	1.2	6.8	113.2	9.9	3.0
29	3	2006	14.9	19.9	10.9	61.0	0.0	5.8	116.8	10.2	3.0
30	3	2006	16.1	24.5	9.5	67.0	0.0	5.7	136.6	10.7	3.1
31	3	2006	18.9	24.6	13.5	69.0	0.0	3.9	104.5	9.7	3.1
1	4	2006	19.4	24.9	15.6	78.0	0.0	4.0	163.9	5.8	2.7
2	4	2006	19.5	26.4	14.2	82.0	0.0	7.9	243.4	6.2	2.8
3	4	2006	19.4	23.0	15.7	84.0	0.0	2.7	287.1	0.1	2.2
4	4	2006	22.0	27.3	19.1	82.0	0.0	5.1	97.1	6.7	2.6
5	4	2006	19.1	22.7	16.2	94.0	0.0	3.0	134.6	2.7	1.6
6	4	2006	17.7	23.2	15.1	90.0	0.0	4.7	141.6	3.4	1.7
7	4	2006	17.6	25.1	13.0	89.0	0.0	4.0	176.1	2.9	1.7
8	4	2006	19.8	24.5	15.1	89.0	0.0	3.9	183.7	6.6	2.3
9	4	2006	19.2	23.4	16.2	85.0	0.0	5.0	128.4	7.8	2.3
10	4	2006	18.0	23.9	12.5	86.0	0.0	5.0	84.9	10.9	2.3
11	4	2006	17.9	22.9	12.5	85.0	0.0	4.2	73.3	10.0	2.2
12	4	2006	19.0	25.6	13.4	81.0	0.0	5.6	128.4	10.7	2.6
13	4	2006	20.9	27.8	15.4	72.0	0.0	3.4	252.4	10.3	3.6
14	4	2006	16.2	18.0	14.2	83.0	1.5	6.4	134.9	10.2	2.2
15	4	2006	12.8	16.8	9.6	70.0	0.0	4.7	136.1	5.3	2.0
16	4	2006	12.0	15.6	7.4	56.0	0.0	6.2	97.8	10.0	2.2
17	4	2006	11.8	18.5	6.2	71.0	0.0	3.7	135.4	7.0	1.9
18	4	2006	14.1	21.7	7.2	68.0	0.0	5.7	350.4	9.7	3.2
19	4	2006	19.6	25.5	14.5	55.0	0.0	10.2	520.3	7.0	5.9
20	4	2006	17.1	21.8	12.5	73.0	0.3	2.3	202.9	0.0	2.3
21	4	2006	13.5	19.4	8.5	65.0	7.0	4.6	215.0	6.9	2.6
22	4	2006	13.7	19.8	7.0	68.0	0.0	2.2	167.8	1.7	2.2
23	4	2006	15.5	21.3	10.0	67.0	0.0	7.2	176.5	10.0	2.5
24	4	2006	19.4	27.0	11.4	57.0	0.0	4.8	174.8	10.3	3.2
25	4	2006	17.9	23.2	13.9	86.0	1.1	3.8	156.5	5.5	1.7
26	4	2006	15.6	21.3	11.5	83.0	0.0	3.7	130.3	7.8	1.7
27	4	2006	18.5	26.0	12.6	75.0	0.0	4.6	161.1	9.7	2.3
28	4	2006	19.2	26.5	11.7	75.0	0.0	5.9	142.9	9.4	2.3
29	4	2006	16.8	19.8	13.0	80.0	12.9	4.0	171.0	4.5	1.8
30	4	2006	11.9	15.7	6.3	59.0	0.0	3.9	530.8	6.6	4.2
1	5	2006	12.0	16.7	9.2	78.0	0.0	0.3	159.2	6.1	1.5
2	5	2006	13.0	17.0	10.5	86.0	0.0	2.6	194.9	5.8	1.3
3	5	2006	12.8	17.8	9.4	87.0	0.0	3.2	71.4	7.4	1.1
4	5	2006	13.2	20.3	8.5	80.0	0.0	3.4	101.7	9.2	1.3
5	5	2006	13.4	18.7	8.3	76.0	0.0	1.7	47.7	1.2	1.2
6	5	2006	13.8	16.2	11.4	86.0	0.0	3.2	98.9	6.7	1.1
7	5	2006	14.5	17.5	11.2	86.0	0.4	3.2	164.2	5.4	1.3
8	5	2006	14.8	20.0	11.1	86.0	0.0	3.2	142.7	9.6	1.3
9	5	2006	14.2	21.7	9.9	79.0	0.0	3.1	112.0	9.3	1.3
10	5	2006	14.3	21.7	9.5	79.0	0.0	3.6	127.4	8.4	1.4
11	5	2006	14.6	19.7	11.2	79.0	0.0	5.7	135.8	8.8	1.4
12	5	2006	13.1	16.8	9.2	79.0	0.0	3.8	129.8	9.4	1.2
13	5	2006	12.9	20.1	8.2	78.0	0.0	4.3	129.8	9.2	1.2
14	5	2006	13.4	20.4	7.8	68.0	0.0	4.2	182.8	9.6	1.8
15	5	2006	14.6	21.8	8.3	70.0	0.0	4.4	284.5	9.6	2.2
16	5	2006	17.0	24.7	10.8	66.0	0.0	4.1	185.4	9.6	2.1
17	5	2006	15.5	19.0	12.4	76.0	0.0	3.7	215.0	7.9	1.7
18	5	2006	12.7	16.9	8.5	90.0	0.0	1.0	117.5	0.0	0.9
19	5	2006	8.9	11.2	4.6	68.0	15.0	3.0	87.6	7.1	1.1
20	5	2006	7.3	11.8	3.8	69.0	0.0	3.9	44.9	9.5	0.7
21	5	2006	7.4	13.5	2.4	61.0	0.0	3.2	125.5	9.4	1.2
22	5	2006	8.7	15.9	3.5	67.0	0.0	2.9	98.7	9.5	1.0
23	5	2006	8.7	15.6	4.9	79.0	0.0	2.4	163.5	9.0	0.9
24	5	2006	10.1	16.3	4.8	75.0	0.0	3.2	281.9	5.1	1.6
25	5	2006	13.8	19.6	9.5	73.0	0.0	3.5	407.0	7.0	2.3
26	5	2006	16.8	19.8	13.0	78.0	0.0	2.9	245.8	0.4	1.8
27	5	2006	14.6	18.3	9.0	74.0	0.0	5.8	98.2	8.3	1.1
28	5	2006	10.0	14.6	7.3	85.0	0.0	6.7	142.8	7.8	0.7
29	5	2006	11.3	15.1	8.3	82.0	0.0	2.1	133.5	2.7	1.0
30	5	2006	10.2	13.8	4.3	89.0	0.0	1.7	108.3	0.0	0.8
31	5	2006	10.9	16.2	6.3	86.0	0.0	2.8	157.4	8.5	0.7
1	6	2006	11.5	18.0	7.3	72.0	0.0	3.9	267.8	7.6	1.6
2	6	2006	12.8	16.3	9.5	79.0	0.0	1.0	215.1	0.0	1.5
3	6	2006	13.4	14.1	12.2	95.0	6.5	0.4	266.4	0.0	0.7
4	6	2006	10.5	16.1	6.8	77.0	9.8	3.3	189.7	8.7	1.0
5	6	2006	10.7	18.7	5.0	73.0	0.0	2.7	185.8	9.1	1.1
6	6	2006	12.5	18.7	8.1	81.0	0.0	1.7	134.8	6.1	0.9
7	6	2006	17.7	25.3	9.0	87.0	0.0	1.6	407.7	6.4	1.5
8	6	2006	21.2	26.2	13.3	82.0	0.0	1.7	361.9	1.9	2.1
9	6	2006	12.3	13.6	10.4	84.0	87.1	1.5	192.6	2.7	1.0
10	6	2006	8.3	12.0	4.8	77.0	0.0	2.0	107.8	8.1	0.6
11	6	2006	8.1	14.1	3.0	69.0	0.0	2.3	173.8	8.4	1.0
12	6	2006	8.2	14.5	2.5	76.0	0.0	2.7	338.5	5.3	1.4
13	6	2006	11.8	14.5	9.3	87.0	0.0	0.4	64.3	0.0	0.8
14	6	2006	11.4	15.1	8.7	92.0	2.5	1.4	46.1	3.5	0.5
15	6	2006	9.8	13.5	7.4	82.0	0.0	1.2	86.1	4.8	0.6
16	6	2006	7.8	11.7	4.1	82.0	0.0	2.7	170.1	8.8	0.5
17	6	2006	8.2	12.5	3.8	80.0	0.0	4.5	281.8	3.7	1.1
18	6	2006	13.0	15.1	9.8	94.0	7.5	0.5	237.8	0.0	0.7
19	6	2006	17.0	22.0	13.3	87.0	0.1	0.5	218.2	1.8	1.1
20	6	2006	13.8	18.2	11.9	70.0	0.3	2.3	134.8	6.4	1.2
21	6	2006	10.9	15.4	5.7	65.0	0.0	4.9	172.9	8.6	1.2
22	6	2006	10.4	18.2	3.1	72.0	0.0	3.5	201.6	8.6	1.1
23	6	2006	11.5	17.1	7.3	84.0	0.0	1.6	273.0	8.2	0.9
24	6	2006	14.4	17.8	11.0	92.0	8.5	0.4	353.4	0.0	1.0
25	6	2006	11.4	12.2	10.6	96.0	126.0	1.7	706.7	0.0	0.8
26	6	2006	9.9	10.9	9.0	84.0	17.5	0.3	181.1	1.1	0.9
27	6	2006	8.0	12.2	5.1	88.0	0.3	0.9	104.4	3.7	0.5
28	6	2006	8.7	14.1	5.2	95.0	0.0	1.0	122.5	0.2	0.5
29	6	2006	9.9	15.5	6.6	79.0	0.0	1.0	250.1	7.7	1.0
30	6	2006	11.7	16.5	8.1	86.0	0.0	0.2	158.2	2.6	0.8
1	7	2006	13.4	20.2	10.0	88.0	0.0	2.0	123.8	7.0	0.6
2	7	2006	13.4	18.7	9.2	88.0	0.0	1.6	275.4	7.7	0.9
3	7	2006	14.6	17.0	12.7	96.0	0.0	0.4	269.1	0.0	0.7
4	7	2006	15.5	17.6	13.7	96.0	0.0	0.0	106.7	0.0	0.6
5	7	2006	14.3	16.9	13.3	97.0	0.0	0.6	188.6	0.0	0.6
6	7	2006	18.7	23.5	14.2	87.0	0.0	3.4	265.1	8.2	1.3
7	7	2006	20.1	24.9	17.7	77.0	0.2	3.6	286.5	5.9	2.1
8	7	2006	13.0	15.1	10.5	85.0	0.0	3.2	341.3	0.2	1.4
9	7	2006	10.1	13.9	5.7	71.0	15.5	3.4	261.6	9.2	1.4
10	7	2006	9.6	16.3	4.3	75.0	0.0	2.9	293.1	6.2	1.4
11	7	2006	15.6	19.7	9.0	70.0	0.0	0.6	441.4	3.0	2.9
12	7	2006	18.2	23.7	11.6	88.0	0.0	4.0	252.6	0.6	1.3
13	7	2006	11.0	12.7	9.3	77.0	0.0	1.9	149.0	0.0	1.3
14	7	2006	9.7	12.3	6.3	77.0	0.0	2.5	175.3	5.2	1.1
15	7	2006	9.6	15.4	4.2	74.0	0.0	1.5	380.6	7.9	1.7
16	7	2006	14.3	16.3	12.1	95.0	0.0	1.0	159.8	0.0	0.7
17	7	2006	14.9	18.5	11.3	93.0	7.2	0.8	196.6	3.2	0.8
18	7	2006	15.8	21.7	11.0	92.0	0.0	2.2	170.1	3.7	0.8
19	7	2006	12.0	17.7	7.7	63.0	0.0	3.4	154.6	9.3	1.4
20	7	2006	15.6	23.9	7.0	69.0	0.0	3.0	202.7	8.9	1.8
21	7	2006	16.4	19.1	12.7	64.0	0.0	4.1	242.8	3.6	2.5
22	7	2006	15.1	21.8	9.1	78.0	0.0	1.8	277.3	7.6	1.7
23	7	2006	9.6	13.7	6.9	70.0	0.0	5.0	114.9	5.1	1.2
24	7	2006	11.9	17.9	6.0	70.0	0.0	2.9	243.6	8.9	1.7
25	7	2006	14.4	16.3	13.1	95.0	0.0	2.7	348.0	0.0	0.9
26	7	2006	15.7	20.5	14.0	95.0	0.0	2.6	249.9	0.1	0.8
27	7	2006	14.5	20.3	10.5	85.0	15.9	3.8	392.5	5.0	1.6
28	7	2006	8.8	10.4	7.3	68.0	0.0	4.2	609.7	5.0	3.1
29	7	2006	6.3	9.0	3.9	67.0	0.0	2.5	216.9	8.0	1.4
30	7	2006	5.3	9.6	2.2	73.0	0.0	2.6	150.2	9.0	0.9
31	7	2006	5.4	9.1	2.1	77.0	0.0	1.8	73.1	6.2	0.7
1	8	2006	5.6	10.8	1.7	75.0	0.0	1.9	66.7	8.6	0.7
2	8	2006	6.3	11.0	1.5	79.0	0.0	1.6	107.7	0.9	1.0
3	8	2006	7.0	11.7	2.6	83.0	0.0	2.0	137.3	7.4	0.8
4	8	2006	7.8	14.0	2.0	94.0	0.0	0.6	148.8	2.4	0.6
5	8	2006	9.7	10.7	8.0	95.0	0.0	0.9	105.7	0.0	0.6
6	8	2006	9.3	16.0	4.8	85.0	0.0	2.4	218.2	5.4	1.1
7	8	2006	12.8	13.4	11.3	94.0	4.8	1.0	146.7	0.0	0.8
8	8	2006	10.6	11.9	9.1	90.0	16.2	0.6	190.8	0.0	0.9
9	8	2006	11.5	13.0	7.9	95.0	3.1	0.6	257.7	0.0	0.8
10	8	2006	9.1	14.7	4.5	67.0	0.0	2.7	159.6	5.1	1.6
11	8	2006	9.8	14.7	7.1	78.0	0.0	0.2	94.6	2.6	1.1
12	8	2006	11.0	18.1	7.0	90.0	0.0	3.1	215.3	8.7	1.1
13	8	2006	12.7	16.7	9.5	82.0	0.0	2.4	241.5	4.5	1.6
14	8	2006	11.6	14.0	7.0	92.0	3.5	2.2	235.6	2.1	1.0
15	8	2006	8.7	12.2	4.7	67.0	0.0	2.6	168.8	6.4	1.7
16	8	2006	8.5	10.5	6.9	83.0	0.0	0.2	130.1	1.6	1.1
17	8	2006	9.6	12.2	8.3	90.0	1.0	1.7	80.1	4.3	0.9
18	8	2006	9.5	13.7	4.8	77.0	0.0	4.0	211.7	9.9	1.6
19	8	2006	12.2	18.9	6.9	67.0	0.0	4.9	327.1	7.5	2.7
20	8	2006	6.7	9.5	3.9	69.0	4.7	2.7	231.7	7.9	1.8
21	8	2006	6.9	12.2	2.4	68.0	0.0	3.6	282.9	10.0	2.0
22	8	2006	12.0	19.9	5.8	59.0	0.0	4.6	305.9	9.5	3.1
23	8	2006	16.6	25.2	10.9	58.0	0.0	4.9	188.7	10.1	3.0
24	8	2006	17.4	24.9	12.1	58.0	0.0	6.3	228.2	8.0	3.3
25	8	2006	17.9	27.0	10.8	63.0	0.0	7.1	118.0	8.0	2.5
26	8	2006	14.4	19.0	9.8	87.0	4.8	1.9	219.0	0.0	1.4
27	8	2006	8.9	12.0	6.5	66.0	0.3	5.5	186.4	9.8	2.0
28	8	2006	9.6	14.9	4.7	66.0	0.0	5.1	171.2	8.2	2.0
29	8	2006	10.4	17.0	4.4	62.0	0.0	4.9	233.6	10.4	2.6
30	8	2006	10.5	14.3	7.3	74.0	0.0	1.5	228.1	0.0	1.9
31	8	2006	14.1	21.3	9.5	70.0	1.3	3.6	132.2	10.3	2.2
1	9	2006	12.3	17.9	6.8	85.0	0.0	3.3	315.0	2.2	1.7
2	9	2006	7.9	10.6	6.3	85.0	14.5	1.4	323.3	0.0	1.4
3	9	2006	7.7	12.2	5.2	72.0	0.0	4.9	323.3	9.4	2.3
4	9	2006	6.4	9.4	3.7	74.0	0.0	2.1	225.0	7.1	1.8
5	9	2006	8.1	15.5	1.9	65.0	0.0	4.1	126.6	10.5	2.0
6	9	2006	10.1	16.3	3.0	62.0	0.0	4.9	310.5	9.3	3.1
7	9	2006	12.7	20.4	5.7	68.0	0.0	3.1	132.6	8.2	2.3
8	9	2006	12.8	18.5	8.7	78.0	0.0	3.0	83.1	3.9	1.7
9	9	2006	13.0	19.8	7.0	70.0	0.0	4.2	229.6	7.1	2.7
10	9	2006	17.8	25.0	11.1	55.0	0.0	6.8	397.0	8.3	5.1
11	9	2006	16.3	19.4	10.0	72.0	0.0	4.3	122.0	4.1	2.3
12	9	2006	13.0	19.7	7.4	70.0	0.0	6.1	203.2	10.2	2.8
13	9	2006	9.9	15.5	5.2	77.0	0.0	3.9	130.6	5.2	1.8
14	9	2006	12.8	20.3	8.0	74.0	0.0	4.2	111.3	10.7	2.4
15	9	2006	14.3	21.2	7.5	58.0	0.0	7.3	212.9	10.5	3.5
16	9	2006	13.7	21.8	6.5	48.0	0.0	4.7	226.5	10.8	4.0
17	9	2006	15.2	24.0	7.8	67.0	0.0	9.8	262.6	10.4	3.6
18	9	2006	18.0	25.3	12.3	52.0	0.0	6.7	171.2	10.4	4.0
19	9	2006	17.8	25.9	11.6	66.0	0.0	5.5	185.3	4.9	3.2
20	9	2006	15.0	18.6	9.2	71.0	0.0	5.5	270.1	9.7	3.4
21	9	2006	13.8	20.5	6.6	71.0	0.0	5.6	324.8	10.0	3.6
22	9	2006	15.9	23.6	10.7	80.0	0.0	5.5	295.4	5.7	2.8
23	9	2006	11.7	14.4	8.3	74.0	7.0	2.8	202.0	3.9	2.4
24	9	2006	10.1	15.6	5.2	69.0	0.0	4.4	171.2	10.1	2.7
25	9	2006	14.8	22.7	6.8	66.0	0.0	9.2	338.2	8.3	4.0
26	9	2006	19.0	25.3	12.5	51.0	0.0	8.1	404.2	5.8	5.9
27	9	2006	16.0	19.1	12.3	73.0	0.0	1.1	126.3	1.0	2.2
28	9	2006	10.8	14.4	5.5	79.0	3.3	4.0	208.9	6.5	2.4
29	9	2006	10.7	18.0	5.6	85.0	0.0	4.9	183.7	9.5	2.3
30	9	2006	15.7	23.4	9.2	71.0	0.0	6.4	219.9	11.2	3.7
1	10	2006	19.0	26.9	13.8	74.0	0.0	6.2	174.3	9.4	3.6
2	10	2006	16.9	19.3	15.4	91.0	0.0	0.6	202.3	0.0	1.6
3	10	2006	15.9	17.3	14.9	97.0	62.7	0.9	288.5	0.0	1.3
4	10	2006	19.8	28.0	14.6	76.0	0.0	6.7	441.6	9.1	4.8
5	10	2006	14.3	18.0	10.9	65.0	13.5	6.4	226.4	10.9	3.9
6	10	2006	14.4	20.2	7.6	62.0	0.0	6.7	165.9	9.1	3.6
7	10	2006	16.7	22.3	11.7	60.0	0.0	5.6	126.6	10.6	3.8
8	10	2006	16.9	24.3	11.2	57.0	0.0	8.5	266.4	10.4	4.9
9	10	2006	18.7	26.6	11.6	69.0	0.0	7.1	179.3	11.0	4.2
10	10	2006	18.9	26.7	15.1	82.0	0.0	4.8	193.7	4.1	2.8
11	10	2006	16.9	21.3	12.5	84.0	0.0	5.9	209.9	11.1	3.6
12	10	2006	17.8	24.4	12.3	79.0	0.0	5.4	336.1	3.7	3.3
13	10	2006	20.7	26.9	16.6	81.0	0.2	3.5	404.8	6.7	4.2
14	10	2006	17.4	19.9	12.0	83.0	11.0	6.4	241.7	1.0	2.4
15	10	2006	15.4	21.2	10.2	62.0	5.5	6.1	118.3	11.7	3.9
16	10	2006	15.8	21.9	10.6	66.0	0.0	6.5	158.8	12.8	4.2
17	10	2006	16.7	23.3	10.7	71.0	0.0	6.7	197.5	10.7	4.1
18	10	2006	15.2	20.5	10.9	78.0	0.0	7.4	209.2	11.4	3.8
19	10	2006	14.9	19.8	10.7	78.0	0.0	6.4	189.4	11.5	3.7
20	10	2006	16.1	23.5	9.5	72.0	0.0	5.6	186.9	10.7	4.0
21	10	2006	20.0	27.2	12.1	69.0	0.0	7.0	212.2	11.4	4.9
22	10	2006	22.3	29.4	14.9	71.0	0.0	8.1	172.0	11.9	5.1
23	10	2006	23.5	29.7	16.7	57.0	0.0	10.1	266.6	12.2	6.6
24	10	2007	25.7	32.3	18.5	67.0	0.0	10.0	260.7	11.8	6.4
25	10	2006	19.1	24.9	14.6	86.0	4.5	5.6	336.2	0.8	2.6
26	10	2006	15.5	18.4	11.8	67.0	20.7	6.5	275.2	12.1	4.9
27	10	2006	13.0	18.2	10.8	87.0	1.2	3.1	151.7	2.7	2.1
28	10	2006	17.5	24.7	10.1	84.0	17.0	3.6	228.5	10.8	4.0
29	10	2006	19.1	22.7	17.3	91.0	26.7	2.9	166.0	3.9	2.6
30	10	2006	17.1	19.9	13.7	84.0	7.9	5.8	211.0	9.4	3.7
31	10	2006	17.4	20.5	14.9	79.0	0.0	5.8	183.9	11.7	4.3
1	11	2006	17.1	21.2	12.2	72.0	0.0	7.8	176.9	12.1	4.6
2	11	2006	18.7	24.1	12.3	73.0	0.0	7.1	153.6	10.7	4.5
3	11	2006	16.1	19.5	9.5	75.0	0.0	8.5	234.0	9.5	4.2
4	11	2006	15.1	21.1	6.9	68.0	0.0	4.6	328.4	9.6	4.8
5	11	2006	17.1	21.7	11.8	90.0	0.0	2.3	346.9	2.8	2.6
6	11	2006	17.9	22.3	13.7	65.0	25.2	10.1	389.5	12.5	6.3
7	11	2006	13.5	17.7	10.1	65.0	0.0	6.7	137.1	12.2	4.2
8	11	2006	13.6	19.1	7.0	58.0	0.0	7.0	102.8	12.8	4.3
9	11	2006	18.0	24.0	9.8	54.0	0.0	9.3	146.5	12.6	5.3
10	11	2006	15.2	17.4	11.6	81.0	0.0	2.5	184.4	11.9	4.1
11	11	2006	17.1	23.6	10.5	75.0	0.0	10.5	276.1	11.9	5.0
12	11	2006	20.2	26.7	12.7	68.0	0.0	10.9	382.7	12.3	6.5
13	11	2006	23.5	30.8	15.8	70.0	0.0	12.1	255.0	12.3	6.4
14	11	2006	25.3	31.7	18.6	66.0	0.0	12.4	301.8	12.1	7.2
15	11	2006	21.1	26.5	15.6	79.0	0.0	1.1	296.0	5.7	4.3
16	11	2006	19.2	24.7	16.0	85.0	20.2	5.9	221.9	8.4	4.1
17	11	2006	15.4	18.2	12.4	73.0	0.0	5.0	250.0	3.2	3.5
18	11	2006	15.0	19.0	10.7	70.0	0.0	2.3	148.0	4.7	3.4
19	11	2006	17.2	23.6	10.2	62.0	0.0	11.7	165.1	12.6	5.2
20	11	2006	18.6	24.9	10.9	59.0	0.0	10.2	199.9	12.8	5.8
21	11	2006	21.7	27.9	13.1	69.0	0.0	10.4	190.7	11.7	5.7
22	11	2006	21.7	28.0	16.4	61.0	0.0	11.8	195.3	8.2	5.5
23	11	2006	22.9	31.6	16.9	70.0	0.0	7.0	215.6	8.2	5.3
24	11	2006	24.6	31.0	19.2	74.0	1.4	8.2	165.9	5.2	4.5
25	11	2006	20.3	24.2	17.3	78.0	1.8	3.6	272.9	2.9	3.8
26	11	2006	16.9	20.1	14.1	78.0	0.0	6.2	263.9	0.0	2.9
27	11	2006	16.2	20.5	13.3	74.0	0.0	5.1	232.8	1.9	3.3
28	11	2006	17.9	23.0	11.8	70.0	0.0	8.3	167.8	9.3	4.7
29	11	2006	20.1	26.5	14.3	68.0	0.0	7.2	188.1	10.0	5.3
30	11	2006	22.5	28.7	15.8	61.0	1.0	13.0	343.3	11.9	7.4
1	12	2006	24.7	30.8	18.2	64.0	0.0	11.8	278.0	6.2	6.0
2	12	2006	23.7	28.3	18.8	72.0	3.1	10.1	260.3	6.2	5.2
3	12	2006	20.4	23.3	17.5	71.0	0.0	9.1	178.0	11.8	5.5
4	12	2006	19.5	23.7	15.1	78.0	0.0	11.0	218.6	11.3	5.2
5	12	2006	18.7	25.3	13.5	82.0	0.0	5.8	161.5	0.0	2.5
6	12	2006	20.6	27.2	14.2	72.0	0.0	11.2	201.3	11.5	5.6
7	12	2006	22.4	29.7	14.7	60.0	0.0	13.1	232.6	11.6	6.6
8	12	2006	23.2	29.8	16.3	62.0	0.0	12.6	129.6	11.8	6.0
9	12	2006	23.9	29.1	16.8	59.0	0.0	13.4	167.1	11.2	6.4
10	12	2006	26.2	33.5	17.8	60.0	0.0	16.1	177.8	10.9	6.8
11	12	2006	25.9	33.7	21.1	63.0	0.0	9.7	210.7	3.3	5.1
12	12	2006	26.1	33.9	20.5	62.0	1.1	12.0	179.2	7.2	5.9
13	12	2006	24.7	31.7	20.3	68.0	0.0	7.6	166.5	6.7	5.2
14	12	2006	23.3	27.0	20.7	78.0	14.5	5.7	180.9	4.0	4.0
15	12	2006	22.9	26.7	19.2	72.0	0.0	11.7	279.4	11.8	6.5
16	12	2006	27.3	35.0	18.4	67.0	0.0	0.0	359.8	11.8	8.1
17	12	2006	20.0	28.2	18.6	92.0	100.8	3.6	161.2	0.0	2.1
18	12	2006	22.5	26.8	18.0	84.0	5.0	5.4	113.2	2.1	3.0
19	12	2006	24.1	28.0	20.7	83.0	0.0	2.6	282.1	0.4	3.3
20	12	2006	20.4	24.5	17.7	83.0	23.3	4.7	340.3	7.0	4.6
21	12	2006	21.3	26.7	16.2	71.0	0.0	9.8	223.9	12.7	6.2
22	12	2006	24.2	30.5	18.5	64.0	0.0	11.1	162.2	12.8	6.7
23	12	2006	23.3	30.3	19.1	79.0	0.0	5.9	213.5	6.4	4.7
24	12	2006	23.3	28.4	19.2	74.0	6.5	7.3	97.8	7.0	4.6
25	12	2006	21.7	26.8	18.0	70.0	15.4	7.5	165.8	10.0	5.5
26	12	2006	21.3	26.8	16.7	60.0	0.0	10.3	149.4	12.7	6.2
27	12	2006	23.0	29.2	16.2	64.0	0.0	6.9	217.8	3.5	4.9
28	12	2006	23.8	29.2	17.6	68.0	0.0	9.8	217.0	12.1	6.6
29	12	2006	27.0	33.2	22.7	60.0	0.0	12.0	262.6	11.2	7.7
30	12	2006	22.8	26.2	18.0	80.0	29.5	4.3	186.3	1.4	3.3
31	12	2006	26.0	33.1	19.1	67.0	0.0	10.6	272.8	12.2	7.4
1	1	2007	28.6	35.3	23.0	64.0	0.0	7.0	235.3	12.1	7.8
2	1	2007	24.3	27.2	23.2	85.0	3.9	3.9	242.3	3.0	3.7
3	1	2007	24.3	27.6	21.6	85.0	36.5	5.2	145.7	6.2	4.2
4	1	2007	24.9	28.3	22.1	85.0	0.0	6.7	171.7	6.7	4.5
5	1	2007	21.5	24.6	18.0	78.0	0.0	6.0	182.9	4.4	3.9
6	1	2007	20.5	24.0	15.3	74.0	0.0	8.1	192.3	10.7	5.3
7	1	2007	20.9	25.8	16.5	78.0	0.0	6.2	189.3	1.4	3.3
